transaction_id,timestamp,source_suspect_id,target_suspect_id,amount_inr,channel,purpose,risk_flag
TXN00272,2026-08-20 18:37:00,SUS0005,SUS0077,2209469.0,Wallet,Unknown,Normal
TXN00273,2026-08-21 19:44:00,SUS0054,SUS0141,2217388.0,Bank Transfer,Goods,Normal
TXN00274,2026-08-22 20:51:00,SUS0005,SUS0065,2225307.0,UPI,Loan,Normal
TXN00275,2026-08-23 21:58:00,SUS0110,SUS0126,2233226.0,Cash Deposit,Consulting,Normal
TXN00276,2026-08-24 22:05:00,SUS0077,SUS0104,2241145.0,Wallet,Unknown,Normal
TXN00277,2026-08-25 00:12:00,SUS0010,SUS0022,2249064.0,Bank Transfer,Goods,Normal
TXN00278,2026-08-26 01:19:00,SUS0017,SUS0132,2256983.0,UPI,Loan,Normal
TXN00279,2026-08-27 02:26:00,SUS0111,SUS0150,2264902.0,Cash Deposit,Consulting,Normal
TXN00280,2026-08-28 03:33:00,SUS0093,SUS0116,2272821.0,Wallet,Unknown,Normal
TXN00281,2026-08-01 04:40:00,SUS0055,SUS0091,2280740.0,Bank Transfer,Goods,Normal
TXN00282,2026-08-02 05:47:00,SUS0110,SUS0114,2288659.0,UPI,Loan,Normal
TXN00283,2026-08-03 06:54:00,SUS0070,SUS0092,2296578.0,Cash Deposit,Consulting,Normal
TXN00284,2026-08-04 07:01:00,SUS0023,SUS0089,2304497.0,Wallet,Unknown,Normal
TXN00285,2026-08-05 08:08:00,SUS0090,SUS0144,2312416.0,Bank Transfer,Goods,Normal
TXN00286,2026-08-06 09:15:00,SUS0045,SUS0051,2320335.0,UPI,Loan,Normal
TXN00287,2026-08-07 10:22:00,SUS0015,SUS0038,2328254.0,Cash Deposit,Consulting,Normal
TXN00288,2026-08-08 11:29:00,SUS0032,SUS0085,2336173.0,Wallet,Unknown,Normal
TXN00289,2026-08-09 12:36:00,SUS0029,SUS0040,2344092.0,Bank Transfer,Goods,Normal
TXN00290,2026-08-10 13:43:00,SUS0024,SUS0085,2352011.0,UPI,Loan,Normal
TXN00291,2026-08-11 14:50:00,SUS0070,SUS0147,2359930.0,Cash Deposit,Consulting,Normal
TXN00292,2026-08-12 15:57:00,SUS0034,SUS0074,2366473.75,Wallet,Unknown,Normal
TXN00293,2026-08-13 16:04:00,SUS0027,SUS0133,2374392.75,Bank Transfer,Goods,Normal
TXN00294,2026-08-14 17:11:00,SUS0026,SUS0082,2382311.75,UPI,Loan,Normal
TXN00295,2026-08-15 18:18:00,SUS0061,SUS0135,2390230.75,Cash Deposit,Consulting,Normal
TXN00296,2026-08-16 19:25:00,SUS0035,SUS0053,2398149.75,Wallet,Unknown,Normal
TXN00297,2026-08-17 20:32:00,SUS0102,SUS0136,2406068.75,Bank Transfer,Goods,Normal
TXN00298,2026-08-18 21:39:00,SUS0009,SUS0087,2413987.75,UPI,Loan,Normal
TXN00299,2026-08-19 22:46:00,SUS0058,SUS0089,2421906.75,Cash Deposit,Consulting,Normal
TXN00300,2026-08-20 00:53:00,SUS0005,SUS0104,2429825.75,Wallet,Unknown,Normal
TXN00301,2026-08-21 01:00:00,SUS0054,SUS0074,2437744.75,Bank Transfer,Goods,Normal
TXN00302,2026-08-22 02:07:00,SUS0071,SUS0149,2445663.75,UPI,Loan,Normal
TXN00303,2026-08-23 03:14:00,SUS0023,SUS0124,2453582.75,Cash Deposit,Consulting,Normal
TXN00304,2026-08-24 04:21:00,SUS0076,SUS0095,2461501.75,Wallet,Unknown,Normal
TXN00305,2026-08-25 05:28:00,SUS0056,SUS0064,2469420.75,Bank Transfer,Goods,Normal
TXN00306,2026-08-26 06:35:00,SUS0039,SUS0119,2477339.75,UPI,Loan,Normal
TXN00307,2026-08-27 07:42:00,SUS0014,SUS0119,2485258.75,Cash Deposit,Consulting,Normal
TXN00308,2026-08-28 08:49:00,SUS0149,SUS0150,2493177.75,Wallet,Unknown,Normal
TXN00309,2026-08-01 09:56:00,SUS0021,SUS0121,2501096.75,Bank Transfer,Goods,Normal
TXN00310,2026-08-02 10:03:00,SUS0130,SUS0136,2509015.75,UPI,Loan,Normal
TXN00311,2026-08-03 11:10:00,SUS0027,SUS0100,2516934.75,Cash Deposit,Consulting,Normal
TXN00312,2026-08-04 12:17:00,SUS0085,SUS0146,2524853.75,Wallet,Unknown,Normal
TXN00313,2026-08-05 13:24:00,SUS0052,SUS0054,2532772.75,Bank Transfer,Goods,Normal
TXN00314,2026-08-06 14:31:00,SUS0075,SUS0113,2540691.75,UPI,Loan,Normal
TXN00315,2026-08-07 15:38:00,SUS0030,SUS0107,2548610.75,Cash Deposit,Consulting,Normal
TXN00316,2026-08-08 16:45:00,SUS0056,SUS0113,2556529.75,Wallet,Unknown,Normal
TXN00317,2026-08-09 17:52:00,SUS0011,SUS0054,2564448.75,Bank Transfer,Goods,Normal
TXN00318,2026-08-10 18:59:00,SUS0026,SUS0051,2572367.75,UPI,Loan,Normal
TXN00319,2026-08-11 19:06:00,SUS0025,SUS0042,2580286.75,Cash Deposit,Consulting,Normal
TXN00320,2026-08-12 20:13:00,SUS0004,SUS0007,2588205.75,Wallet,Unknown,Normal
TXN00321,2026-08-13 21:20:00,SUS0022,SUS0047,2596124.75,Bank Transfer,Goods,Normal
TXN00322,2026-08-14 22:27:00,SUS0090,SUS0108,2604043.75,UPI,Loan,Normal
TXN00323,2026-08-15 00:34:00,SUS0012,SUS0060,2611962.75,Cash Deposit,Consulting,Normal
TXN00324,2026-08-16 01:41:00,SUS0052,SUS0117,2619881.75,Wallet,Unknown,Normal
TXN00325,2026-08-17 02:48:00,SUS0005,SUS0139,2627800.75,Bank Transfer,Goods,Normal
TXN00326,2026-08-18 03:55:00,SUS0049,SUS0086,2635719.75,UPI,Loan,Normal
TXN00327,2026-08-19 04:02:00,SUS0046,SUS0068,2643638.75,Cash Deposit,Consulting,Normal
TXN00328,2026-08-20 05:09:00,SUS0014,SUS0015,2651557.75,Wallet,Unknown,Normal
TXN00329,2026-08-21 06:16:00,SUS0096,SUS0148,2659476.75,Bank Transfer,Goods,Normal
TXN00330,2026-08-22 07:23:00,SUS0077,SUS0133,2667395.75,UPI,Loan,Normal
TXN00331,2026-08-23 08:30:00,SUS0036,SUS0149,2675314.75,Cash Deposit,Consulting,Normal
TXN00332,2026-08-24 09:37:00,SUS0005,SUS0049,2683233.75,Wallet,Unknown,Normal
TXN00333,2026-08-25 10:44:00,SUS0041,SUS0111,2691152.75,Bank Transfer,Goods,Normal
TXN00334,2026-08-26 11:51:00,SUS0013,SUS0118,2699071.75,UPI,Loan,Normal
TXN00335,2026-08-27 12:58:00,SUS0064,SUS0105,2706990.75,Cash Deposit,Consulting,Normal
TXN00336,2026-08-28 13:05:00,SUS0058,SUS0144,2714909.75,Wallet,Unknown,Normal
TXN00337,2026-08-01 14:12:00,SUS0036,SUS0072,2722828.75,Bank Transfer,Goods,Normal
TXN00338,2026-08-02 15:19:00,SUS0010,SUS0142,2730747.75,UPI,Loan,Normal
TXN00339,2026-08-03 16:26:00,SUS0020,SUS0124,2738666.75,Cash Deposit,Consulting,Normal
TXN00340,2026-08-04 17:33:00,SUS0079,SUS0132,2746585.75,Wallet,Unknown,Normal
TXN00341,2026-08-05 18:40:00,SUS0040,SUS0092,2754504.75,Bank Transfer,Goods,Normal
TXN00342,2026-08-06 19:47:00,SUS0045,SUS0138,2762423.75,UPI,Loan,Normal
TXN00343,2026-08-07 20:54:00,SUS0074,SUS0102,2770342.75,Cash Deposit,Consulting,Normal
TXN00344,2026-08-08 21:01:00,SUS0046,SUS0139,2778261.75,Wallet,Unknown,Normal
TXN00345,2026-08-09 22:08:00,SUS0060,SUS0083,2786180.75,Bank Transfer,Goods,Normal
TXN00346,2026-08-10 00:15:00,SUS0030,SUS0110,2794099.75,UPI,Loan,Normal
TXN00347,2026-08-11 01:22:00,SUS0024,SUS0059,2802018.75,Cash Deposit,Consulting,Normal
TXN00348,2026-08-12 02:29:00,SUS0013,SUS0148,2809937.75,Wallet,Unknown,Normal
TXN00349,2026-08-13 03:36:00,SUS0057,SUS0065,2817856.75,Bank Transfer,Goods,Normal
TXN00350,2026-08-14 04:43:00,SUS0029,SUS0103,2825775.75,UPI,Loan,Normal
TXN00351,2026-08-15 05:50:00,SUS0017,SUS0122,2833694.75,Cash Deposit,Consulting,Normal
TXN00352,2026-08-16 06:57:00,SUS0040,SUS0054,2841613.75,Wallet,Unknown,Normal
TXN00353,2026-08-17 07:04:00,SUS0077,SUS0145,2849532.75,Bank Transfer,Goods,Normal
TXN00354,2026-08-18 08:11:00,SUS0034,SUS0130,2857451.75,UPI,Loan,Normal
TXN00355,2026-08-19 09:18:00,SUS0024,SUS0084,2865370.75,Cash Deposit,Consulting,Normal
TXN00356,2026-08-20 10:25:00,SUS0051,SUS0053,2873289.75,Wallet,Unknown,Normal
TXN00357,2026-08-21 11:32:00,SUS0062,SUS0149,2881208.75,Bank Transfer,Goods,Normal
TXN00358,2026-08-22 12:39:00,SUS0018,SUS0138,2889127.75,UPI,Loan,Normal
TXN00359,2026-08-23 13:46:00,SUS0086,SUS0113,2897046.75,Cash Deposit,Consulting,Normal
TXN00360,2026-08-24 14:53:00,SUS0049,SUS0077,2904965.75,Wallet,Unknown,Normal
TXN00361,2026-08-25 15:00:00,SUS0074,SUS0097,2912884.75,Bank Transfer,Goods,Normal
TXN00362,2026-08-26 16:07:00,SUS0059,SUS0092,2920803.75,UPI,Loan,Normal
TXN00363,2026-08-27 17:14:00,SUS0035,SUS0136,2928722.75,Cash Deposit,Consulting,Normal
TXN00364,2026-08-28 18:21:00,SUS0109,SUS0114,2936641.75,Wallet,Unknown,Normal
TXN00365,2026-08-01 19:28:00,SUS0006,SUS0094,2944560.75,Bank Transfer,Goods,Normal
TXN00366,2026-08-02 20:35:00,SUS0006,SUS0008,2952479.75,UPI,Loan,Normal
TXN00367,2026-08-03 21:42:00,SUS0088,SUS0149,2960398.75,Cash Deposit,Consulting,Normal
TXN00368,2026-08-04 22:49:00,SUS0004,SUS0137,2968317.75,Wallet,Unknown,Normal
TXN00369,2026-08-05 00:56:00,SUS0082,SUS0136,2976236.75,Bank Transfer,Goods,Normal
TXN00370,2026-08-06 01:03:00,SUS0010,SUS0110,2984155.75,UPI,Loan,Normal
TXN00371,2026-08-07 02:10:00,SUS0081,SUS0124,2992074.75,Cash Deposit,Consulting,Normal
TXN00372,2026-08-08 03:17:00,SUS0037,SUS0047,2999993.75,Wallet,Unknown,Normal
TXN00373,2026-08-09 04:24:00,SUS0044,SUS0136,3007912.75,Bank Transfer,Goods,Normal
TXN00374,2026-08-10 05:31:00,SUS0032,SUS0035,3015831.75,UPI,Loan,Normal
TXN00375,2026-08-11 06:38:00,SUS0097,SUS0102,3023750.75,Cash Deposit,Consulting,Normal
TXN00376,2026-08-12 07:45:00,SUS0128,SUS0129,3031669.75,Wallet,Unknown,Normal
TXN00377,2026-08-13 08:52:00,SUS0094,SUS0120,3039588.75,Bank Transfer,Goods,Normal
TXN00378,2026-08-14 09:59:00,SUS0036,SUS0093,3047507.75,UPI,Loan,Normal
TXN00379,2026-08-15 10:06:00,SUS0051,SUS0066,3055426.75,Cash Deposit,Consulting,Normal
TXN00380,2026-08-16 11:13:00,SUS0022,SUS0106,3063345.75,Wallet,Unknown,Normal
TXN00381,2026-08-17 12:20:00,SUS0051,SUS0127,3071264.75,Bank Transfer,Goods,Normal
TXN00382,2026-08-18 13:27:00,SUS0027,SUS0116,3079183.75,UPI,Loan,Normal
TXN00383,2026-08-19 14:34:00,SUS0028,SUS0078,3087102.75,Cash Deposit,Consulting,Normal
TXN00384,2026-08-20 15:41:00,SUS0106,SUS0126,3095021.75,Wallet,Unknown,Normal
TXN00385,2026-08-21 16:48:00,SUS0109,SUS0113,3102940.75,Bank Transfer,Goods,Normal
TXN00386,2026-08-22 17:55:00,SUS0055,SUS0078,3110859.75,UPI,Loan,Normal
TXN00387,2026-08-23 18:02:00,SUS0073,SUS0112,3118778.75,Cash Deposit,Consulting,Normal
TXN00388,2026-08-24 19:09:00,SUS0060,SUS0099,3126697.75,Wallet,Unknown,Normal
TXN00389,2026-08-25 20:16:00,SUS0016,SUS0040,3134616.75,Bank Transfer,Goods,Normal
TXN00390,2026-08-26 21:23:00,SUS0082,SUS0088,3142535.75,UPI,Loan,Normal
TXN00391,2026-08-27 22:30:00,SUS0093,SUS0141,3150454.75,Cash Deposit,Consulting,Normal
TXN00392,2026-08-28 00:37:00,SUS0020,SUS0109,3158373.75,Wallet,Unknown,Normal
TXN00393,2026-08-01 01:44:00,SUS0112,SUS0120,3166292.75,Bank Transfer,Goods,Normal
TXN00394,2026-08-02 02:51:00,SUS0056,SUS0133,3174211.75,UPI,Loan,Normal
TXN00395,2026-08-03 03:58:00,SUS0079,SUS0119,3182130.75,Cash Deposit,Consulting,Normal
TXN00396,2026-08-04 04:05:00,SUS0066,SUS0112,3190049.75,Wallet,Unknown,Normal
TXN00397,2026-08-05 05:12:00,SUS0038,SUS0119,3197968.75,Bank Transfer,Goods,Normal
TXN00398,2026-08-06 06:19:00,SUS0028,SUS0055,3205887.75,UPI,Loan,Normal
TXN00399,2026-08-07 07:26:00,SUS0061,SUS0117,3213806.75,Cash Deposit,Consulting,Normal
TXN00400,2026-08-08 08:33:00,SUS0084,SUS0088,3221725.75,Wallet,Unknown,Normal
TXN00401,2026-08-09 09:40:00,SUS0060,SUS0072,3229644.75,Bank Transfer,Goods,Normal
TXN00402,2026-08-10 10:47:00,SUS0126,SUS0143,3237563.75,UPI,Loan,Normal
TXN00403,2026-08-11 11:54:00,SUS0086,SUS0133,3245482.75,Cash Deposit,Consulting,Normal
TXN00404,2026-08-12 12:01:00,SUS0003,SUS0109,3253401.75,Wallet,Unknown,Normal
TXN00405,2026-08-13 13:08:00,SUS0053,SUS0102,3261320.75,Bank Transfer,Goods,Normal
TXN00406,2026-08-14 14:15:00,SUS0005,SUS0057,3269239.75,UPI,Loan,Normal
TXN00407,2026-08-15 15:22:00,SUS0107,SUS0142,3277158.75,Cash Deposit,Consulting,Normal
TXN00408,2026-08-16 16:29:00,SUS0011,SUS0061,3285077.75,Wallet,Unknown,Normal
TXN00409,2026-08-17 17:36:00,SUS0012,SUS0075,3292996.75,Bank Transfer,Goods,Normal
TXN00410,2026-08-18 18:43:00,SUS0045,SUS0127,3300915.75,UPI,Loan,Normal
TXN00411,2026-08-19 19:50:00,SUS0031,SUS0093,3308834.75,Cash Deposit,Consulting,Normal
TXN00412,2026-08-20 20:57:00,SUS0047,SUS0131,3316753.75,Wallet,Unknown,Normal
TXN00413,2026-08-21 21:04:00,SUS0019,SUS0096,3324672.75,Bank Transfer,Goods,Normal
TXN00414,2026-08-22 22:11:00,SUS0091,SUS0129,3332591.75,UPI,Loan,Normal
TXN00415,2026-08-23 00:18:00,SUS0034,SUS0102,3340510.75,Cash Deposit,Consulting,Normal
TXN00416,2026-08-24 01:25:00,SUS0011,SUS0068,3348429.75,Wallet,Unknown,Normal
TXN00417,2026-08-25 02:32:00,SUS0010,SUS0131,3356348.75,Bank Transfer,Goods,Normal
TXN00418,2026-08-26 03:39:00,SUS0091,SUS0103,3364267.75,UPI,Loan,Normal
TXN00419,2026-08-27 04:46:00,SUS0014,SUS0101,3372186.75,Cash Deposit,Consulting,Normal
TXN00420,2026-08-28 05:53:00,SUS0045,SUS0104,3380105.75,Wallet,Unknown,Normal
TXN00421,2026-08-01 06:00:00,SUS0008,SUS0040,3388024.75,Bank Transfer,Goods,Normal
TXN00422,2026-08-02 07:07:00,SUS0113,SUS0140,3395943.75,UPI,Loan,Normal
TXN00423,2026-08-03 08:14:00,SUS0090,SUS0142,3403862.75,Cash Deposit,Consulting,Normal
TXN00424,2026-08-04 09:21:00,SUS0004,SUS0027,3411781.75,Wallet,Unknown,Normal
TXN00425,2026-08-05 10:28:00,SUS0058,SUS0124,3419700.75,Bank Transfer,Goods,Normal
TXN00426,2026-08-06 11:35:00,SUS0014,SUS0067,3427619.75,UPI,Loan,Normal
TXN00427,2026-08-07 12:42:00,SUS0053,SUS0082,3435538.75,Cash Deposit,Consulting,Normal
TXN00428,2026-08-08 13:49:00,SUS0004,SUS0093,3443457.75,Wallet,Unknown,Normal
TXN00429,2026-08-09 14:56:00,SUS0045,SUS0099,3451376.75,Bank Transfer,Goods,Normal
TXN00430,2026-08-10 15:03:00,SUS0110,SUS0112,3459295.75,UPI,Loan,Normal
TXN00431,2026-08-11 16:10:00,SUS0007,SUS0093,3467214.75,Cash Deposit,Consulting,Normal
TXN00432,2026-08-12 17:17:00,SUS0105,SUS0150,3475133.75,Wallet,Unknown,Normal
TXN00433,2026-08-13 18:24:00,SUS0010,SUS0047,3483052.75,Bank Transfer,Goods,Normal
TXN00434,2026-08-14 19:31:00,SUS0020,SUS0069,3490971.75,UPI,Loan,Normal
TXN00435,2026-08-15 20:38:00,SUS0063,SUS0115,3498890.75,Cash Deposit,Consulting,Normal
TXN00436,2026-08-16 21:45:00,SUS0057,SUS0087,3506809.75,Wallet,Unknown,Review
TXN00437,2026-08-17 22:52:00,SUS0032,SUS0097,3514728.75,Bank Transfer,Goods,Review
TXN00438,2026-08-18 00:59:00,SUS0069,SUS0148,3522647.75,UPI,Loan,Review
TXN00439,2026-08-19 01:06:00,SUS0064,SUS0129,3530566.75,Cash Deposit,Consulting,Review
TXN00440,2026-08-20 02:13:00,SUS0035,SUS0082,3538485.75,Wallet,Unknown,Review
TXN00441,2026-08-21 03:20:00,SUS0121,SUS0125,3546404.75,Bank Transfer,Goods,Review
TXN00442,2026-08-22 04:27:00,SUS0044,SUS0082,3554323.75,UPI,Loan,Review
TXN00443,2026-08-23 05:34:00,SUS0030,SUS0131,3562242.75,Cash Deposit,Consulting,Review
TXN00444,2026-08-24 06:41:00,SUS0067,SUS0073,3570161.75,Wallet,Unknown,Review
TXN00445,2026-08-25 07:48:00,SUS0022,SUS0054,3578080.75,Bank Transfer,Goods,Review
TXN00446,2026-08-26 08:55:00,SUS0046,SUS0085,3585999.75,UPI,Loan,Review
TXN00447,2026-08-27 09:02:00,SUS0111,SUS0124,3593918.75,Cash Deposit,Consulting,Review
TXN00448,2026-08-28 10:09:00,SUS0031,SUS0036,3601837.75,Wallet,Unknown,Review
TXN00449,2026-08-01 11:16:00,SUS0008,SUS0011,3609756.75,Bank Transfer,Goods,Review
TXN00450,2026-08-02 12:23:00,SUS0031,SUS0054,3617675.75,UPI,Loan,Review
TXN00451,2026-08-03 13:30:00,SUS0042,SUS0054,3625594.75,Cash Deposit,Consulting,Review
TXN00452,2026-08-04 14:37:00,SUS0024,SUS0104,3633513.75,Wallet,Unknown,Review
TXN00453,2026-08-05 15:44:00,SUS0008,SUS0061,3641432.75,Bank Transfer,Goods,Review
TXN00454,2026-08-06 16:51:00,SUS0064,SUS0138,3649351.75,UPI,Loan,Review
TXN00455,2026-08-07 17:58:00,SUS0017,SUS0091,3657270.75,Cash Deposit,Consulting,Review
TXN00456,2026-08-08 18:05:00,SUS0018,SUS0096,3665189.75,Wallet,Unknown,Review
TXN00457,2026-08-09 19:12:00,SUS0007,SUS0062,3673108.75,Bank Transfer,Goods,Review
TXN00458,2026-08-10 20:19:00,SUS0107,SUS0118,3681027.75,UPI,Loan,Review
TXN00459,2026-08-11 21:26:00,SUS0037,SUS0128,3688946.75,Cash Deposit,Consulting,Review
TXN00460,2026-08-12 22:33:00,SUS0006,SUS0093,3696865.75,Wallet,Unknown,Review
TXN00461,2026-08-13 00:40:00,SUS0046,SUS0145,3704784.75,Bank Transfer,Goods,Review
TXN00462,2026-08-14 01:47:00,SUS0076,SUS0106,3712703.75,UPI,Loan,Review
TXN00463,2026-08-15 02:54:00,SUS0014,SUS0032,3720622.75,Cash Deposit,Consulting,Review
TXN00464,2026-08-16 03:01:00,SUS0047,SUS0143,3728541.75,Wallet,Unknown,Review
TXN00465,2026-08-17 04:08:00,SUS0047,SUS0056,3736460.75,Bank Transfer,Goods,Review
TXN00466,2026-08-18 05:15:00,SUS0116,SUS0120,3744379.75,UPI,Loan,Review
TXN00467,2026-08-19 06:22:00,SUS0048,SUS0054,3752298.75,Cash Deposit,Consulting,Review
TXN00468,2026-08-20 07:29:00,SUS0068,SUS0114,3760217.75,Wallet,Unknown,Review
TXN00469,2026-08-21 08:36:00,SUS0061,SUS0094,3768136.75,Bank Transfer,Goods,Review
TXN00470,2026-08-22 09:43:00,SUS0048,SUS0092,3776055.75,UPI,Loan,Review
TXN00471,2026-08-23 10:50:00,SUS0036,SUS0071,3783974.75,Cash Deposit,Consulting,Review
TXN00472,2026-08-24 11:57:00,SUS0044,SUS0102,3791893.75,Wallet,Unknown,Review
TXN00473,2026-08-25 12:04:00,SUS0114,SUS0125,3799812.75,Bank Transfer,Goods,Review
TXN00474,2026-08-26 13:11:00,SUS0030,SUS0095,3807731.75,UPI,Loan,Review
TXN00475,2026-08-27 14:18:00,SUS0089,SUS0118,3815650.75,Cash Deposit,Consulting,Review
TXN00476,2026-08-28 15:25:00,SUS0095,SUS0126,3823569.75,Wallet,Unknown,Review
TXN00477,2026-08-01 16:32:00,SUS0081,SUS0096,3831488.75,Bank Transfer,Goods,Review
TXN00478,2026-08-02 17:39:00,SUS0087,SUS0107,3839407.75,UPI,Loan,Review
TXN00479,2026-08-03 18:46:00,SUS0104,SUS0140,3847326.75,Cash Deposit,Consulting,Review
TXN00480,2026-08-04 19:53:00,SUS0063,SUS0065,3855245.75,Wallet,Unknown,Review
TXN00481,2026-08-05 20:00:00,SUS0121,SUS0145,3863164.75,Bank Transfer,Goods,Review
TXN00482,2026-08-06 21:07:00,SUS0050,SUS0087,3871083.75,UPI,Loan,Review
TXN00483,2026-08-07 22:14:00,SUS0076,SUS0138,3879002.75,Cash Deposit,Consulting,Review
TXN00484,2026-08-08 00:21:00,SUS0006,SUS0054,3886921.75,Wallet,Unknown,Review
TXN00485,2026-08-09 01:28:00,SUS0114,SUS0146,3894840.75,Bank Transfer,Goods,Review
TXN00486,2026-08-10 02:35:00,SUS0097,SUS0148,3902759.75,UPI,Loan,Review
TXN00487,2026-08-11 03:42:00,SUS0054,SUS0067,3910678.75,Cash Deposit,Consulting,Review
TXN00488,2026-08-12 04:49:00,SUS0049,SUS0136,3918597.75,Wallet,Unknown,Review
TXN00489,2026-08-13 05:56:00,SUS0008,SUS0054,3926516.75,Bank Transfer,Goods,Review
TXN00490,2026-08-14 06:03:00,SUS0001,SUS0102,3934435.75,UPI,Loan,Review
TXN00491,2026-08-15 07:10:00,SUS0050,SUS0146,3942354.75,Cash Deposit,Consulting,Review
TXN00492,2026-08-16 08:17:00,SUS0007,SUS0100,3950273.75,Wallet,Unknown,Review
TXN00493,2026-08-17 09:24:00,SUS0032,SUS0034,3956817.5,Bank Transfer,Goods,Review
TXN00494,2026-08-18 10:31:00,SUS0056,SUS0066,3964736.5,UPI,Loan,Review
TXN00495,2026-08-19 11:38:00,SUS0037,SUS0122,3972655.5,Cash Deposit,Consulting,Review
TXN00496,2026-08-20 12:45:00,SUS0085,SUS0114,3980574.5,Wallet,Unknown,Review
TXN00497,2026-08-21 13:52:00,SUS0104,SUS0115,3988493.5,Bank Transfer,Goods,Review
TXN00498,2026-08-22 14:59:00,SUS0041,SUS0084,3996412.5,UPI,Loan,Review
TXN00499,2026-08-23 15:06:00,SUS0003,SUS0074,4004331.5,Cash Deposit,Consulting,Review
TXN00500,2026-08-24 16:13:00,SUS0076,SUS0146,4012250.5,Wallet,Unknown,Review
